begin_datetime_utc,begin_datetime_mpt,pool_price,forecast_pool_price,rolling_30day_avg
2024-01-01 07:00,2024-01-01 00:00,23.05,20.57,51.98
2024-01-01 08:00,2024-01-01 01:00,22.67,19.69,51.97
2024-01-01 09:00,2024-01-01 02:00,24.07,21.46,51.96
2024-01-01 10:00,2024-01-01 03:00,24.33,24.21,51.93
2024-01-01 11:00,2024-01-01 04:00,24.70,24.48,51.93
2024-01-01 12:00,2024-01-01 05:00,26.86,25.03,51.92
2024-01-01 13:00,2024-01-01 06:00,30.42,31.84,51.90
2024-01-01 14:00,2024-01-01 07:00,27.32,28.3,51.84
2024-01-01 15:00,2024-01-01 08:00,37.66,30.18,51.78
2024-01-01 16:00,2024-01-01 09:00,39.17,39.8,51.70
2024-01-01 17:00,2024-01-01 10:00,36.83,37.04,51.22
2024-01-01 18:00,2024-01-01 11:00,37.50,38.69,51.11
2024-01-01 19:00,2024-01-01 12:00,37.92,36.65,51.01
2024-01-01 20:00,2024-01-01 13:00,37.09,38.42,50.94
2024-01-01 21:00,2024-01-01 14:00,27.43,25.87,50.88
2024-01-01 22:00,2024-01-01 15:00,27.59,18.48,50.83
2024-01-01 23:00,2024-01-01 16:00,37.64,32.76,50.81
2024-01-02 00:00,2024-01-01 17:00,42.24,44.4,50.77
2024-01-02 01:00,2024-01-01 18:00,42.25,42.9,50.75
2024-01-02 02:00,2024-01-01 19:00,43.75,44.44,50.74
2024-01-02 03:00,2024-01-01 20:00,44.49,44.48,50.65
2024-01-02 04:00,2024-01-01 21:00,45.35,78.06,50.64
2024-01-02 05:00,2024-01-01 22:00,51.25,76.64,50.65
2024-01-02 06:00,2024-01-01 23:00,40.71,40.03,50.66
2024-01-02 07:00,2024-01-02 00:00,40.66,41.28,50.67
2024-01-02 08:00,2024-01-02 01:00,37.96,38.99,50.67
2024-01-02 09:00,2024-01-02 02:00,34.87,31.61,50.66
2024-01-02 10:00,2024-01-02 03:00,37.31,38.49,50.65
2024-01-02 11:00,2024-01-02 04:00,40.78,39.88,50.63
2024-01-02 12:00,2024-01-02 05:00,44.11,47.21,50.55
2024-01-02 13:00,2024-01-02 06:00,62.65,42.15,50.47
2024-01-02 14:00,2024-01-02 07:00,44.07,43.7,50.47
2024-01-02 15:00,2024-01-02 08:00,53.44,43.78,50.49
