"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 00:00","2013","05","01","00:00","-4.1","","-8.2","","73","","","","36","","10","","24.1","","89.96","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 01:00","2013","05","01","01:00","-6.2","","-10.8","","70","","","","11","","12","","24.1","","90.01","","","","-11","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 02:00","2013","05","01","02:00","-6.0","","-9.1","","79","","","","14","","15","","24.1","","90.02","","","","-12","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 03:00","2013","05","01","03:00","-7.1","","-9.5","","83","","","","14","","13","","24.1","","90.07","","","","-13","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 04:00","2013","05","01","04:00","-8.1","","-10.2","","85","","","","12","","9","","24.1","","90.10","","","","-13","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 05:00","2013","05","01","05:00","-6.9","","-9.2","","84","","","","15","","9","","32.2","","90.16","","","","-11","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 06:00","2013","05","01","06:00","-5.8","","-8.6","","81","","","","19","","9","","64.4","","90.22","","","","-10","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 07:00","2013","05","01","07:00","-4.3","","-8.3","","74","","","","19","","7","","64.4","","90.27","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 08:00","2013","05","01","08:00","-2.1","","-7.8","","65","","","","19","","10","","64.4","","90.32","","","","-6","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 09:00","2013","05","01","09:00","0.0","","-7.8","","56","","","","20","","10","","64.4","","90.34","","","","-3","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 10:00","2013","05","01","10:00","4.7","","-6.8","","43","","","","36","","4","","64.4","","90.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 11:00","2013","05","01","11:00","6.2","","-11.5","","27","","","","28","","14","","64.4","","90.32","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 12:00","2013","05","01","12:00","5.7","","-11.0","","29","","","","26","","12","","64.4","","90.31","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 13:00","2013","05","01","13:00","6.9","","-11.4","","26","","","","31","","12","","64.4","","90.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 14:00","2013","05","01","14:00","9.1","","-9.4","","26","","","","28","","15","","64.4","","90.31","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 15:00","2013","05","01","15:00","9.5","","-9.6","","25","","","","25","","18","","64.4","","90.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 16:00","2013","05","01","16:00","10.0","","-9.7","","24","","","","25","","17","","64.4","","90.27","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 17:00","2013","05","01","17:00","10.0","","-9.7","","24","","","","27","","18","","64.4","","90.26","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-05-01 18:00","2013","05","01","18:00","10.3","","-8.9","","25","","","","23","","28","","64.4","","90.26","","","","","","NA"
