"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 00:00","2017","08","01","00:00","14.9","","8.2","","64","","","","3","","15","","24.1","","90.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 01:00","2017","08","01","01:00","14.6","","8.4","","66","","","","1","","10","","24.1","","90.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 02:00","2017","08","01","02:00","14.7","","6.7","","58","","","","8","","6","","24.1","","90.22","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 03:00","2017","08","01","03:00","14.1","","8.7","","70","","","","7","","5","","24.1","","90.20","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 04:00","2017","08","01","04:00","13.3","","8.9","","74","","","","10","","9","","24.1","","90.18","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 05:00","2017","08","01","05:00","13.9","","9.0","","72","","","","10","","3","","16.1","","90.16","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 06:00","2017","08","01","06:00","14.0","","8.8","","70","","","","18","","9","","16.1","","90.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 07:00","2017","08","01","07:00","14.2","","8.5","","68","","","","17","","11","","16.1","","90.12","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 08:00","2017","08","01","08:00","16.0","","8.6","","61","","","","18","","13","","11.3","","90.13","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 09:00","2017","08","01","09:00","17.1","","9.8","","62","","","","19","","8","","9.7","","90.09","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 10:00","2017","08","01","10:00","18.7","","10.2","","57","","","","13","","16","","9.7","","90.07","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 11:00","2017","08","01","11:00","19.0","","10.3","","57","","","","14","","8","","8.1","","90.06","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 12:00","2017","08","01","12:00","19.3","","9.8","","54","","","","11","","16","","8.1","","90.05","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 13:00","2017","08","01","13:00","18.4","","11.5","","64","","","","8","","16","","8.1","","90.08","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 14:00","2017","08","01","14:00","17.4","","11.8","","69","","","","6","","24","","6.4","","90.12","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 15:00","2017","08","01","15:00","15.5","","10.9","","74","","","","5","","29","","6.4","","90.20","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2017-08-01 16:00","2017","08","01","16:00","14.3","","9.8","","74","","","","36","","25","","9.7","","90.28","","","","","","Smoke"
