"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 00:00","2014","08","01","00:00","19.1","","16.0","","82","","","","33","","22","","17.7","","89.62","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 01:00","2014","08","01","01:00","17.9","","9.1","","56","","","","1","","28","","24.1","","89.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 02:00","2014","08","01","02:00","15.2","","9.0","","66","","","","33","","7","","24.1","","89.66","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 03:00","2014","08","01","03:00","14.7","","10.8","","77","","","","32","","18","","17.7","","89.66","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 04:00","2014","08","01","04:00","15.6","","10.0","","69","","","","24","","5","","24.1","","89.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 05:00","2014","08","01","05:00","14.9","","9.3","","69","","","","23","","4","","32.2","","89.70","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 06:00","2014","08","01","06:00","13.5","","9.0","","74","","","","29","","4","","48.3","","89.75","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 07:00","2014","08","01","07:00","14.0","","9.5","","74","","","","32","","9","","48.3","","89.76","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 08:00","2014","08","01","08:00","16.7","","11.5","","71","","","","3","","18","","64.4","","89.85","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2014-08-01 09:00","2014","08","01","09:00","19.3","","13.3","","68","","","","32","","18","","48.3","","89.83","","","","","","NA"
