"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 00:00","2013","11","01","00:00","5.1","","-7.4","","40","","","","26","","26","","24.1","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 01:00","2013","11","01","01:00","4.9","","-7.6","","40","","","","27","","26","","24.1","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 02:00","2013","11","01","02:00","4.5","","-7.3","","42","","","","26","","24","","24.1","","89.00","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 03:00","2013","11","01","03:00","3.1","","-7.4","","46","","","","25","","15","","24.1","","89.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 04:00","2013","11","01","04:00","4.0","","-7.2","","44","","","","27","","17","","24.1","","89.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 05:00","2013","11","01","05:00","4.2","","-7.3","","43","","","","27","","18","","24.1","","89.02","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 06:00","2013","11","01","06:00","4.9","","-7.0","","42","","","","28","","17","","24.1","","89.03","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 07:00","2013","11","01","07:00","4.8","","-6.8","","43","","","","30","","8","","56.3","","89.05","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 08:00","2013","11","01","08:00","2.7","","-7.0","","49","","","","15","","6","","64.4","","89.08","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 09:00","2013","11","01","09:00","5.8","","-5.5","","44","","","","27","","19","","64.4","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 10:00","2013","11","01","10:00","8.0","","-5.5","","38","","","","27","","20","","64.4","","89.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 11:00","2013","11","01","11:00","9.6","","-5.9","","33","","","","28","","24","","64.4","","89.16","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 12:00","2013","11","01","12:00","10.2","","-6.6","","30","","","","29","","19","","64.4","","89.18","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 13:00","2013","11","01","13:00","10.1","","-6.7","","30","","","","26","","26","","64.4","","89.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 14:00","2013","11","01","14:00","8.9","","-7.8","","30","","","","26","","28","","64.4","","89.11","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 15:00","2013","11","01","15:00","8.9","","-7.3","","31","","","","27","","24","","64.4","","89.12","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 16:00","2013","11","01","16:00","8.4","","-6.6","","34","","","","26","","20","","56.3","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 17:00","2013","11","01","17:00","6.8","","-7.3","","36","","","","25","","17","","56.3","","89.08","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 18:00","2013","11","01","18:00","6.4","","-6.9","","38","","","","26","","12","","24.1","","89.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 19:00","2013","11","01","19:00","5.9","","-6.4","","41","","","","23","","12","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 20:00","2013","11","01","20:00","4.4","","-6.0","","47","","","","21","","15","","24.1","","89.02","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 21:00","2013","11","01","21:00","5.5","","-6.7","","41","","","","20","","14","","24.1","","89.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 22:00","2013","11","01","22:00","4.1","","-6.5","","46","","","","21","","8","","24.1","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-01 23:00","2013","11","01","23:00","3.2","","-5.2","","54","","","","19","","18","","24.1","","88.93","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2013-11-02 00:00","2013","11","02","00:00","2.3","","-5.6","","56","","","","16","","10","","24.1","","88.88","","","","","","NA"
