"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 00:00","2016","03","01","00:00","-5.9","","-6.5","","95","","0.0","","22","","4","","","","93.65","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 01:00","2016","03","01","01:00","-5.2","","-6.2","","93","","0.0","","22","","4","","","","93.69","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 02:00","2016","03","01","02:00","-6.5","","-8.1","","89","","0.0","","22","","4","","","","93.68","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 03:00","2016","03","01","03:00","-6.3","","-7.0","","95","","0.0","","22","","10","","","","93.65","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 04:00","2016","03","01","04:00","-7.5","","-8.4","","93","","0.0","","23","","5","","","","93.63","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 05:00","2016","03","01","05:00","-7.9","","-8.7","","94","","0.0","","22","","7","","","","93.63","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 06:00","2016","03","01","06:00","-9.0","","-9.6","","96","","0.0","","22","","3","","","","93.61","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 07:00","2016","03","01","07:00","-9.3","","-9.9","","95","","0.2","","22","","5","","","","93.60","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 08:00","2016","03","01","08:00","-8.0","","-8.9","","94","","0.0","","","","0","","","","93.54","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 09:00","2016","03","01","09:00","-3.4","","-5.1","","88","","0.0","","21","","7","","","","93.51","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 10:00","2016","03","01","10:00","-0.7","","-5.3","","71","","0.0","","21","","6","","","","93.45","","","","-3","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 11:00","2016","03","01","11:00","1.4","","-4.3","","66","","0.0","","21","","12","","","","93.42","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 12:00","2016","03","01","12:00","3.8","","-3.9","","57","","0.0","","21","","11","","","","93.38","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 13:00","2016","03","01","13:00","4.6","","-4.3","","52","","0.0","","19","","10","","","","93.28","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 14:00","2016","03","01","14:00","5.8","","-4.7","","47","","0.0","","21","","8","","","","93.19","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 15:00","2016","03","01","15:00","5.6","","-5.6","","44","","0.0","","19","","8","","","","93.11","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 16:00","2016","03","01","16:00","5.6","","-3.8","","51","","0.0","","19","","8","","","","93.06","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 17:00","2016","03","01","17:00","4.1","","-4.2","","55","","0.0","","18","","9","","","","92.99","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 18:00","2016","03","01","18:00","1.5","","-4.1","","66","","0.0","","14","","9","","","","92.94","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 19:00","2016","03","01","19:00","1.5","","-4.1","","66","","0.0","","12","","4","","","","92.92","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 20:00","2016","03","01","20:00","0.9","","-3.8","","71","","0.0","","9","","11","","","","92.84","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 21:00","2016","03","01","21:00","0.1","","-4.2","","73","","0.0","","10","","8","","","","92.79","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 22:00","2016","03","01","22:00","-1.1","","-4.2","","80","","0.0","","7","","7","","","","92.78","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01 23:00","2016","03","01","23:00","-1.9","","-4.3","","84","","0.0","","7","","7","","","","92.78","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 00:00","2016","03","02","00:00","-1.6","","-3.8","","85","","0.0","","6","","9","","","","92.77","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 01:00","2016","03","02","01:00","-1.2","","-3.5","","84","","0.0","","8","","13","","","","92.76","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 02:00","2016","03","02","02:00","-1.3","","-3.4","","86","","0.0","","8","","12","","","","92.78","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 03:00","2016","03","02","03:00","-1.4","","-3.4","","86","","0.0","","8","","7","","","","92.82","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 04:00","2016","03","02","04:00","-1.0","","-3.4","","84","","0.0","","6","","9","","","","92.83","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 05:00","2016","03","02","05:00","-1.0","","-3.6","","83","","0.0","","5","","8","","","","92.90","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 06:00","2016","03","02","06:00","-2.0","","-3.9","","87","","0.0","","5","","8","","","","92.98","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 07:00","2016","03","02","07:00","-2.3","","-4.0","","88","","0.0","","5","","7","","","","93.06","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 08:00","2016","03","02","08:00","-2.2","","-3.9","","89","","0.0","","7","","8","","","","93.18","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 09:00","2016","03","02","09:00","-2.0","","-3.9","","86","","0.0","","8","","8","","","","93.26","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 10:00","2016","03","02","10:00","-1.4","","-3.6","","85","","0.0","","8","","7","","","","93.33","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 11:00","2016","03","02","11:00","-1.0","","-3.3","","85","","0.0","","8","","10","","","","93.37","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 12:00","2016","03","02","12:00","1.1","","-2.2","","79","","0.0","","8","","10","","","","93.39","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 13:00","2016","03","02","13:00","2.0","","-1.9","","75","","0.0","","8","","7","","","","93.42","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 14:00","2016","03","02","14:00","2.8","","-1.7","","72","","0.0","","8","","7","","","","93.43","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02 15:00","2016","03","02","15:00","2.9","","-1.7","","72","","0.0","","12","","9","","","","93.46","","","","","","NA"
