"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 00:00","2017","01","01","00:00","-10.9","","-13.4","","82","","0.0","","26","","22","","16.1","","96.55","","","","-19","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 01:00","2017","01","01","01:00","-10.5","","-13.1","","81","","0.0","","26","","22","","16.1","","96.59","","","","-19","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 02:00","2017","01","01","02:00","-9.8","","-13.0","","78","","0.0","","27","","26","","16.1","","96.63","","","","-19","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 03:00","2017","01","01","03:00","-10.2","","-15.4","","66","","0.0","","33","","39","","2.0","","96.80","","","","-21","","Snow"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 04:00","2017","01","01","04:00","-12.3","","-15.2","","79","","0.0","","33","","21","","12.9","","96.96","","","","-21","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 05:00","2017","01","01","05:00","-13.8","","-16.8","","79","","0.0","","36","","18","","3.6","","97.09","","","","-22","","Snow"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 06:00","2017","01","01","06:00","-15.1","","-18.4","","76","","0.0","","34","","24","","6.4","","97.21","","","","-25","","Snow"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 07:00","2017","01","01","07:00","-16.7","","-20.3","","74","","0.0","","35","","22","","16.1","","97.33","","","","-27","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 08:00","2017","01","01","08:00","-17.5","","-20.9","","75","","0.0","","32","","11","","16.1","","97.43","","","","-25","","NA"
"-111.22","56.65","FORT MCMURRAY A","3062697","2017-01-01 09:00","2017","01","01","09:00","-18.3","","-21.4","","77","","0.0","","32","","13","","16.1","","97.49","","","","-26","","NA"
