"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 00:00","2016","06","01","00:00","13.5","","5.9","","60","","0.0","","19","","18","","","","93.69","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 01:00","2016","06","01","01:00","13.2","","6.5","","64","","0.0","","18","","17","","","","93.63","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 02:00","2016","06","01","02:00","13.1","","6.9","","66","","0.0","","18","","16","","","","93.56","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 03:00","2016","06","01","03:00","12.9","","6.7","","66","","0.0","","18","","15","","","","93.50","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 04:00","2016","06","01","04:00","12.1","","6.6","","69","","0.0","","18","","15","","","","93.44","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 05:00","2016","06","01","05:00","11.7","","6.8","","72","","0.0","","18","","19","","","","93.39","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 06:00","2016","06","01","06:00","12.8","","7.0","","67","","0.0","","18","","19","","","","93.34","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 07:00","2016","06","01","07:00","13.9","","6.3","","60","","0.0","","19","","22","","","","93.28","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 08:00","2016","06","01","08:00","15.1","","7.1","","59","","0.0","","20","","18","","","","93.23","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 09:00","2016","06","01","09:00","16.4","","8.3","","59","","0.0","","19","","15","","","","93.21","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 10:00","2016","06","01","10:00","17.1","","7.3","","52","","0.0","","20","","12","","","","93.17","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 11:00","2016","06","01","11:00","18.0","","6.2","","46","","0.0","","23","","5","","","","93.14","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 12:00","2016","06","01","12:00","19.2","","6.5","","44","","0.0","","24","","8","","","","93.12","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 13:00","2016","06","01","13:00","20.8","","6.1","","38","","0.0","","27","","5","","","","93.07","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 14:00","2016","06","01","14:00","20.8","","4.0","","33","","0.0","","13","","3","","","","93.00","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 15:00","2016","06","01","15:00","21.7","","3.3","","30","","0.0","","","","0","","","","92.96","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 16:00","2016","06","01","16:00","21.0","","4.4","","34","","0.0","","22","","10","","","","92.92","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 17:00","2016","06","01","17:00","19.7","","4.4","","36","","0.0","","25","","22","","","","92.94","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 18:00","2016","06","01","18:00","20.1","","4.8","","37","","0.0","","23","","12","","","","92.91","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 19:00","2016","06","01","19:00","20.9","","3.8","","33","","0.0","","26","","8","","","","92.91","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 20:00","2016","06","01","20:00","19.8","","4.8","","37","","0.0","","28","","14","","","","92.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 21:00","2016","06","01","21:00","17.2","","7.0","","51","","0.0","","26","","10","","","","92.91","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 22:00","2016","06","01","22:00","16.1","","7.5","","57","","0.0","","31","","4","","","","92.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-01 23:00","2016","06","01","23:00","14.1","","8.1","","67","","0.0","","","","0","","","","92.91","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 00:00","2016","06","02","00:00","13.0","","8.1","","72","","0.0","","","","0","","","","92.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 01:00","2016","06","02","01:00","11.6","","7.9","","78","","0.0","","25","","4","","","","92.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 02:00","2016","06","02","02:00","10.9","","7.6","","81","","0.0","","","","0","","","","92.84","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 03:00","2016","06","02","03:00","10.2","","7.9","","85","","0.0","","21","","5","","","","92.84","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 04:00","2016","06","02","04:00","9.6","","7.7","","88","","0.0","","22","","3","","","","92.81","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 05:00","2016","06","02","05:00","10.0","","7.8","","86","","0.0","","25","","4","","","","92.80","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 06:00","2016","06","02","06:00","12.1","","8.5","","79","","0.0","","","","0","","","","92.75","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 07:00","2016","06","02","07:00","14.4","","9.0","","70","","0.0","","","","0","","","","92.75","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 08:00","2016","06","02","08:00","15.4","","8.9","","65","","0.0","","15","","4","","","","92.74","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 09:00","2016","06","02","09:00","17.8","","9.3","","57","","0.0","","15","","10","","","","92.71","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 10:00","2016","06","02","10:00","19.8","","7.1","","44","","0.0","","17","","9","","","","92.65","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 11:00","2016","06","02","11:00","22.1","","5.9","","35","","0.0","","18","","13","","","","92.63","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 12:00","2016","06","02","12:00","22.1","","4.6","","32","","0.0","","23","","13","","","","92.61","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 13:00","2016","06","02","13:00","23.4","","3.8","","28","","0.0","","26","","8","","","","92.56","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 14:00","2016","06","02","14:00","24.7","","5.2","","28","","0.0","","26","","13","","","","92.52","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 15:00","2016","06","02","15:00","23.5","","4.1","","28","","0.0","","22","","9","","","","92.52","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 16:00","2016","06","02","16:00","22.5","","4.6","","31","","0.0","","16","","15","","","","92.51","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 17:00","2016","06","02","17:00","15.3","","14.2","","93","","5.9","","36","","12","","","","92.60","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 18:00","2016","06","02","18:00","14.9","","13.7","","92","","0.0","","29","","7","","","","92.91","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 19:00","2016","06","02","19:00","13.6","","11.0","","85","","0.2","","21","","8","","","","92.97","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-06-02 20:00","2016","06","02","20:00","13.9","","11.1","","83","","0.0","","","","0","","","","93.07","","","","","","NA"
